user_id,original_session_id,session_start_time,session_end_time,session_duration_seconds
13,45323,"2023-09-06 17:03:36","2023-09-06 17:26:24",1368
13,54200,"2024-07-05 18:32:08","2024-07-05 18:51:01",1133
13,68887,"2023-07-04 01:04:51","2023-07-04 01:08:39",228
13,75208,"2023-02-07 08:39:34","2023-02-07 09:10:22",1848
13,76313,"2024-11-20 23:41:56","2024-11-20 23:54:32",756
15,13500,"2023-09-26 04:15:56","2023-09-26 04:16:03",7
15,14474,"2023-12-10 14:49:00","2023-12-10 15:02:17",797
15,33226,"2024-07-28 14:12:59","2024-07-28 14:19:19",380
15,89308,"2024-12-02 03:54:58","2024-12-02 04:03:33",515
16,70364,"2024-09-30 14:25:58","2024-09-30 14:43:47",1069
16,87378,"2024-12-18 10:46:51","2024-12-18 10:59:20",749
16,95033,"2024-01-23 00:10:04","2024-01-23 00:36:34",1590
17,2697,"2024-03-25 01:15:30","2024-03-25 01:36:52",1282
17,22146,"2023-12-30 04:00:34","2023-12-30 04:06:15",341
17,27995,"2024-06-21 03:51:15","2024-06-21 04:04:37",802
17,43036,"2024-07-18 15:47:01","2024-07-18 16:06:05",1144
17,62361,"2023-12-15 11:22:35","2023-12-15 11:41:29",1134
17,89795,"2024-07-01 16:51:22","2024-07-01 17:06:20",898
18,80074,"2024-07-25 03:10:50","2024-07-25 03:39:51",1741
19,5321,"2023-01-04 01:20:17","2023-01-04 02:04:52",2675
19,94592,"2024-12-06 12:00:28","2024-12-06 12:06:06",338
19,98718,"2024-09-02 20:09:14","2024-09-02 20:12:59",225
20,41836,"2023-02-07 14:29:37","2023-02-07 14:56:44",1627
21,37878,"2023-09-29 01:24:13","2023-09-29 02:00:50",2197
21,56351,"2024-10-24 13:27:19","2024-10-24 13:48:27",1268
21,85604,"2023-11-12 18:22:31","2023-11-12 18:48:08",1537
22,90268,"2024-07-24 05:47:41","2024-07-24 05:56:08",507
23,9527,"2023-06-09 02:59:59","2023-06-09 03:04:10",251
23,17807,"2024-10-17 20:58:31","2024-10-17 21:36:15",2264
23,88012,"2024-07-25 01:19:17","2024-07-25 01:35:01",944
23,99525,"2024-05-13 17:20:36","2024-05-13 17:41:13",1237
24,77278,"2024-02-27 10:30:34","2024-02-27 10:53:51",1397
24,86764,"2023-01-22 06:49:31","2023-01-22 07:06:35",1024
25,33088,"2023-06-13 10:16:59","2023-06-13 10:48:31",1892
25,58520,"2024-07-21 00:45:15","2024-07-21 01:00:35",920
25,63511,"2024-01-30 14:02:08","2024-01-30 14:04:58",170
26,26519,"2023-08-11 19:25:37","2023-08-11 19:55:43",1806
26,72518,"2024-10-10 16:49:02","2024-10-10 17:20:02",1860
26,74818,"2023-03-26 12:05:38","2023-03-26 12:59:09",3211
26,78428,"2023-01-23 21:56:30","2023-01-23 22:02:07",337
26,91766,"2024-12-01 11:19:10","2024-12-01 11:41:06",1316
27,59712,"2023-01-16 21:34:38","2023-01-16 21:40:44",366
27,72817,"2023-03-03 03:01:16","2023-03-03 03:09:14",478
28,3690,"2023-01-03 07:45:59","2023-01-03 07:59:24",805
29,8842,"2023-07-15 15:41:12","2023-07-15 15:47:21",369
29,94618,"2023-08-06 20:01:16","2023-08-06 20:42:00",2444
30,7246,"2024-03-17 10:46:28","2024-03-17 11:16:22",1794
30,27472,"2023-05-26 17:01:09","2023-05-26 17:28:39",1650
30,72304,"2024-07-04 14:45:09","2024-07-04 15:06:16",1267
31,24306,"2024-10-21 00:27:12","2024-10-21 01:02:54",2142
31,53501,"2024-01-15 00:41:58","2024-01-15 01:24:42",2564
31,62017,"2023-08-23 00:40:34","2023-08-23 01:27:40",2826
31,82586,"2024-06-13 09:35:57","2024-06-13 09:37:38",101
32,308,"2023-03-08 04:31:00","2023-03-08 04:52:42",1302
32,2819,"2024-04-05 07:08:15","2024-04-05 07:42:06",2031
32,43103,"2024-10-23 21:10:51","2024-10-23 21:27:24",993
33,38073,"2023-07-16 07:16:43","2023-07-16 07:33:23",1000
33,96849,"2024-08-09 02:33:18","2024-08-09 02:41:08",470
35,22369,"2023-07-20 16:54:21","2023-07-20 17:00:16",355
35,22659,"2023-01-31 19:34:04","2023-01-31 19:42:06",482
35,25778,"2023-12-08 21:26:11","2023-12-08 22:16:47",3036
35,29078,"2023-09-29 05:22:57","2023-09-29 05:32:57",600
35,34563,"2023-11-23 01:41:23","2023-11-23 01:46:46",323
35,90394,"2023-08-05 03:46:26","2023-08-05 03:47:44",78
35,96504,"2023-02-26 21:56:46","2023-02-26 22:04:15",449
36,3053,"2024-04-24 18:35:16","2024-04-24 18:55:11",1195
36,68165,"2023-07-26 04:43:48","2023-07-26 05:04:04",1216
36,72748,"2024-04-07 23:31:28","2024-04-07 23:31:37",9
36,75570,"2024-01-10 03:38:45","2024-01-10 04:30:33",3108
37,4440,"2023-03-31 06:32:46","2023-03-31 07:08:13",2127
37,38168,"2024-09-30 02:58:37","2024-09-30 03:02:24",227
38,10881,"2024-10-09 08:40:41","2024-10-09 08:49:22",521
38,87243,"2023-12-11 20:49:09","2023-12-11 21:44:31",3322
38,88043,"2023-01-03 15:50:57","2023-01-03 16:04:42",825
39,22984,"2023-08-31 17:02:42","2023-08-31 17:03:21",39
39,29368,"2023-01-25 19:34:04","2023-01-25 19:59:38",1534
39,78484,"2024-01-19 20:17:38","2024-01-19 21:02:08",2670
39,99910,"2024-05-06 21:55:27","2024-05-06 22:07:20",713
40,25757,"2023-05-23 05:45:51","2023-05-23 05:55:37",586
40,45903,"2023-11-29 08:10:00","2023-11-29 08:29:44",1184
40,85522,"2023-11-24 18:17:23","2023-11-24 18:24:46",443
41,24110,"2023-08-28 06:30:10","2023-08-28 06:41:44",694
41,40690,"2024-04-03 22:29:23","2024-04-03 22:39:27",604
41,77025,"2023-11-28 04:44:08","2023-11-28 04:51:27",439
42,10488,"2024-05-02 19:12:23","2024-05-02 19:31:41",1158
42,91041,"2024-05-08 08:22:29","2024-05-08 08:55:25",1976
42,93452,"2023-08-20 04:05:20","2023-08-20 04:29:08",1428
42,94585,"2023-08-29 04:45:54","2023-08-29 05:02:48",1014
43,13631,"2024-12-23 00:03:53","2024-12-23 00:27:03",1390
43,24430,"2023-11-19 00:06:39","2023-11-19 00:24:08",1049
43,32609,"2023-01-29 20:51:24","2023-01-29 21:19:24",1680
43,47532,"2024-10-16 12:36:44","2024-10-16 13:25:33",2929
44,19679,"2023-12-23 09:19:57","2023-12-23 09:51:15",1878
44,61371,"2024-08-14 16:09:39","2024-08-14 16:50:52",2473
45,23909,"2024-01-18 19:13:53","2024-01-18 19:20:45",412
45,50006,"2023-07-14 23:25:08","2023-07-14 23:55:04",1796
45,63772,"2024-08-16 16:59:42","2024-08-16 17:04:26",284
45,82772,"2023-06-14 10:13:25","2023-06-14 10:24:04",639
45,95469,"2024-08-03 09:39:21","2024-08-03 09:40:06",45
46,48224,"2023-07-03 12:25:18","2023-07-03 12:40:02",884
46,62313,"2023-05-13 18:43:25","2023-05-13 19:11:00",1655
46,73048,"2023-12-07 19:26:26","2023-12-07 19:30:20",234
46,83418,"2023-03-28 14:09:02","2023-03-28 14:11:41",159
47,3398,"2023-11-04 16:59:50","2023-11-04 17:43:30",2620
47,31869,"2023-08-28 18:40:33","2023-08-28 18:40:54",21
48,19369,"2024-12-01 04:02:53","2024-12-01 04:33:16",1823
48,32436,"2023-07-31 09:51:19","2023-07-31 09:54:32",193
49,16532,"2023-07-21 21:17:43","2023-07-21 21:38:04",1221
49,42007,"2024-05-04 00:50:14","2024-05-04 01:38:36",2902
49,68344,"2023-01-08 07:22:45","2023-01-08 07:52:24",1779
49,70611,"2023-03-01 03:39:50","2023-03-01 04:09:28",1778
49,91378,"2023-10-05 19:38:32","2023-10-05 20:13:17",2085
49,97482,"2023-04-14 22:59:09","2023-04-14 23:01:22",133
50,3027,"2024-11-09 15:35:27","2024-11-09 15:50:24",897
50,29484,"2024-07-26 10:07:22","2024-07-26 10:38:26",1864
50,43479,"2024-05-10 14:31:50","2024-05-10 15:01:32",1782
50,52834,"2024-09-23 19:20:13","2024-09-23 19:36:29",976
50,80712,"2024-03-02 01:55:23","2024-03-02 02:09:54",871
50,84002,"2023-05-04 21:26:10","2023-05-04 21:43:41",1051
50,97743,"2023-11-15 06:50:44","2023-11-15 07:08:14",1050
51,5265,"2023-05-02 09:02:05","2023-05-02 09:25:32",1407
51,13622,"2024-06-02 18:55:44","2024-06-02 18:56:08",24
51,30707,"2023-11-30 03:15:42","2023-11-30 04:04:53",2951
51,48546,"2024-01-18 15:42:34","2024-01-18 15:55:53",799
51,63992,"2024-12-12 04:42:33","2024-12-12 04:45:30",177
51,99439,"2024-09-26 03:28:20","2024-09-26 04:15:59",2859
52,2484,"2023-12-01 14:29:30","2023-12-01 14:43:38",848
52,6367,"2023-11-14 11:36:21","2023-11-14 11:45:26",545
52,16314,"2023-11-23 09:00:00","2023-11-23 09:19:37",1177
52,59521,"2024-10-13 02:33:17","2024-10-13 02:50:47",1050
52,71575,"2024-08-14 01:47:00","2024-08-14 02:01:50",890
52,89936,"2023-07-05 03:00:54","2023-07-05 03:15:33",879
53,3384,"2024-12-09 17:07:57","2024-12-09 17:14:48",411
54,17448,"2023-10-07 22:33:43","2023-10-07 22:38:04",261
55,1867,"2024-03-18 06:17:23","2024-03-18 06:30:45",802
55,43973,"2023-06-29 06:33:18","2023-06-29 06:35:40",142
55,67022,"2023-05-03 04:02:04","2023-05-03 04:28:42",1598
56,42338,"2024-09-23 23:16:08","2024-09-23 23:59:03",2575
56,47543,"2023-06-13 21:22:21","2023-06-13 21:31:58",577
56,55707,"2023-06-14 10:37:42","2023-06-14 10:54:36",1014
56,59288,"2023-02-20 04:22:58","2023-02-20 04:23:01",3
56,73580,"2023-09-12 07:19:26","2023-09-12 07:54:13",2087
56,94531,"2023-12-10 21:07:49","2023-12-10 21:08:54",65
57,9344,"2024-06-02 04:01:52","2024-06-02 04:05:11",199
57,74592,"2024-01-16 09:55:35","2024-01-16 10:19:38",1443
57,96737,"2024-08-09 07:51:32","2024-08-09 08:09:40",1088
58,55647,"2024-08-22 04:35:42","2024-08-22 04:37:37",115
58,72533,"2024-08-27 05:59:01","2024-08-27 06:22:12",1391
59,1555,"2024-01-11 13:15:42","2024-01-11 13:42:01",1579
59,13908,"2023-09-14 02:28:49","2023-09-14 03:11:00",2531
59,43115,"2023-10-08 20:21:21","2023-10-08 20:47:08",1547
59,91745,"2024-04-15 09:41:30","2024-04-15 09:42:23",53
60,8979,"2023-02-14 10:46:08","2023-02-14 10:59:26",798
60,12226,"2023-08-05 00:58:55","2023-08-05 01:19:09",1214
60,41519,"2024-05-23 09:49:23","2024-05-23 10:02:54",811
60,45121,"2024-11-28 12:38:53","2024-11-28 13:18:47",2394
60,88047,"2023-08-12 07:46:25","2023-08-12 08:08:56",1351
61,60894,"2024-07-10 02:56:21","2024-07-10 03:00:07",226
61,65299,"2023-06-24 10:04:17","2023-06-24 10:23:35",1158
61,91680,"2024-01-25 15:13:53","2024-01-25 15:19:08",315
61,97141,"2024-09-14 04:40:03","2024-09-14 04:48:27",504
62,913,"2023-07-11 07:55:08","2023-07-11 08:30:08",2100
62,52044,"2023-08-10 15:14:09","2023-08-10 15:36:28",1339
62,54761,"2024-03-12 15:01:34","2024-03-12 15:14:32",778
63,6642,"2023-09-25 03:02:57","2023-09-25 03:53:39",3042
63,46309,"2023-02-03 08:30:00","2023-02-03 09:02:55",1975
63,67949,"2024-05-07 09:47:51","2024-05-07 10:05:52",1081
64,11558,"2023-11-09 03:07:46","2023-11-09 03:29:26",1300
64,27921,"2024-07-28 11:47:26","2024-07-28 11:48:15",49
64,59652,"2023-07-27 14:03:03","2023-07-27 14:07:51",288
64,83823,"2024-01-31 19:06:21","2024-01-31 19:54:31",2890
65,8435,"2023-02-04 04:24:00","2023-02-04 04:31:15",435
65,29863,"2024-02-29 19:54:37","2024-02-29 19:59:13",276
67,14607,"2024-11-26 03:39:18","2024-11-26 04:33:23",3245
67,34758,"2023-06-08 04:52:47","2023-06-08 05:10:50",1083
67,59303,"2023-07-14 02:07:05","2023-07-14 02:31:09",1444
67,62431,"2023-12-20 19:49:47","2023-12-20 20:04:47",900
67,79147,"2024-10-13 12:18:15","2024-10-13 12:50:39",1944
68,28567,"2024-05-29 04:07:20","2024-05-29 04:57:18",2998
68,39298,"2023-03-18 17:23:11","2023-03-18 17:46:05",1374
69,47364,"2024-12-19 15:00:28","2024-12-19 15:00:57",29
69,48085,"2023-10-27 09:27:33","2023-10-27 09:32:20",287
69,61506,"2023-08-01 09:50:00","2023-08-01 09:57:51",471
69,63043,"2023-07-15 10:43:11","2023-07-15 10:43:41",30
70,3602,"2024-01-01 09:20:14","2024-01-01 09:20:34",20
70,10688,"2023-03-23 04:17:01","2023-03-23 04:50:03",1982
70,18604,"2023-06-15 19:34:19","2023-06-15 20:06:05",1906
70,57416,"2023-05-05 20:43:41","2023-05-05 20:43:42",1
70,72038,"2023-01-08 07:03:39","2023-01-08 07:08:52",313
70,98418,"2023-07-06 14:58:01","2023-07-06 15:02:14",253
71,38384,"2023-07-23 21:28:56","2023-07-23 22:03:36",2080
71,46594,"2023-02-08 14:02:22","2023-02-08 14:12:24",602
71,64998,"2023-01-21 23:25:24","2023-01-22 00:03:25",2281
72,27867,"2023-07-03 06:23:44","2023-07-03 06:24:30",46
72,27991,"2023-06-27 23:39:40","2023-06-27 23:41:15",95
72,90171,"2023-12-13 13:44:50","2023-12-13 14:23:58",2348
72,91261,"2023-09-07 01:22:32","2023-09-07 01:39:17",1005
73,818,"2023-09-27 13:51:46","2023-09-27 13:55:37",231
73,26099,"2023-11-15 01:02:33","2023-11-15 01:21:41",1148
74,12180,"2023-08-26 13:12:42","2023-08-26 13:28:33",951
74,76240,"2023-06-08 00:23:14","2023-06-08 00:25:05",111
74,94179,"2024-09-13 22:40:04","2024-09-13 22:55:25",921
77,31718,"2024-12-21 03:42:56","2024-12-21 04:07:48",1492
78,54144,"2024-07-18 20:07:27","2024-07-18 20:19:18",711
78,63395,"2024-05-11 22:02:53","2024-05-11 22:45:16",2543
78,71221,"2023-02-24 07:06:56","2023-02-24 07:19:38",762
79,827,"2024-02-18 09:05:52","2024-02-18 09:32:20",1588
79,48066,"2024-07-19 12:09:46","2024-07-19 12:13:38",232
80,22590,"2024-07-24 01:18:48","2024-07-24 01:21:14",146
80,34087,"2024-06-12 22:57:57","2024-06-12 23:11:40",823
80,48368,"2023-07-23 05:44:54","2023-07-23 06:05:49",1255
81,79251,"2024-02-20 12:36:23","2024-02-20 12:43:53",450
82,9055,"2024-10-17 10:45:47","2024-10-17 11:18:37",1970
82,32230,"2023-01-07 23:09:27","2023-01-07 23:17:30",483
82,72896,"2023-05-30 00:39:57","2023-05-30 00:40:28",31
82,97728,"2024-10-31 18:51:49","2024-10-31 19:18:29",1600
83,37891,"2023-01-27 12:30:56","2023-01-27 13:12:30",2494
83,40794,"2024-03-06 05:05:05","2024-03-06 05:35:17",1812
83,72086,"2024-03-20 18:13:15","2024-03-20 18:22:52",577
83,76730,"2023-12-23 03:10:33","2023-12-23 03:18:31",478
84,26306,"2024-09-21 05:52:08","2024-09-21 06:11:18",1150
84,54977,"2024-06-11 11:57:45","2024-06-11 12:25:30",1665
84,78672,"2023-02-21 14:29:56","2023-02-21 14:50:49",1253
84,79660,"2024-10-26 02:49:22","2024-10-26 03:05:06",944
84,91162,"2023-12-02 05:12:45","2023-12-02 05:25:51",786
84,91516,"2024-10-28 17:38:51","2024-10-28 18:15:52",2221
84,96042,"2023-09-20 02:56:31","2023-09-20 03:29:28",1977
84,98970,"2024-03-02 16:39:34","2024-03-02 16:56:31",1017
85,25152,"2024-08-30 18:14:56","2024-08-30 18:15:54",58
86,49956,"2024-08-02 06:05:18","2024-08-02 06:06:24",66
87,54895,"2024-06-30 08:59:30","2024-06-30 09:20:44",1274
87,81456,"2024-04-14 04:00:36","2024-04-14 04:43:01",2545
88,67893,"2024-05-27 13:04:36","2024-05-27 13:30:43",1567
88,78881,"2024-04-18 21:56:07","2024-04-18 21:58:26",139
89,18569,"2024-05-10 11:44:11","2024-05-10 11:50:01",350
89,24240,"2023-08-07 11:47:21","2023-08-07 12:20:37",1996
90,4959,"2023-10-25 12:37:01","2023-10-25 13:12:18",2117
90,23219,"2023-12-12 00:49:01","2023-12-12 01:08:48",1187
90,41749,"2023-03-19 05:04:43","2023-03-19 05:42:55",2292
90,56422,"2023-02-19 07:12:20","2023-02-19 07:22:21",601
91,79387,"2023-12-08 05:46:13","2023-12-08 06:03:21",1028
91,81751,"2023-03-30 08:49:39","2023-03-30 09:30:03",2424
92,42680,"2023-07-27 11:40:06","2023-07-27 11:59:03",1137
92,74016,"2023-11-04 00:16:08","2023-11-04 00:21:57",349
93,65250,"2024-04-17 15:19:37","2024-04-17 15:31:57",740
93,71132,"2024-03-08 15:52:29","2024-03-08 16:06:11",822
93,88031,"2023-09-29 12:47:44","2023-09-29 13:06:33",1129
94,17148,"2024-07-02 09:45:11","2024-07-02 10:02:39",1048
94,27387,"2023-01-15 15:41:45","2023-01-15 16:16:23",2078
94,36028,"2023-05-18 11:20:40","2023-05-18 11:23:57",197
94,76393,"2023-04-27 03:20:08","2023-04-27 03:43:40",1412
95,17799,"2023-02-17 14:13:29","2023-02-17 14:19:31",362
95,46252,"2024-01-13 16:41:19","2024-01-13 16:52:56",697
95,76279,"2023-06-08 03:39:36","2023-06-08 03:45:27",351
96,12432,"2023-09-17 22:23:33","2023-09-17 22:34:09",636
96,36158,"2024-06-15 16:43:38","2024-06-15 17:16:09",1951
96,68720,"2023-01-30 13:18:29","2023-01-30 13:59:21",2452
96,83846,"2024-03-17 09:37:48","2024-03-17 09:39:28",100
96,85516,"2024-02-20 10:49:35","2024-02-20 11:28:57",2362
97,159,"2024-08-22 09:29:15","2024-08-22 09:31:02",107
97,1342,"2023-08-21 18:05:05","2023-08-21 18:33:25",1700
97,44899,"2024-09-15 18:00:07","2024-09-15 18:15:45",938
97,59372,"2024-08-23 19:40:00","2024-08-23 19:42:48",168
97,63770,"2024-06-07 19:36:16","2024-06-07 19:56:30",1214
97,82510,"2024-10-31 09:54:52","2024-10-31 10:32:29",2257
98,11441,"2023-11-27 20:35:36","2023-11-27 20:40:29",293
98,44897,"2024-11-02 04:14:42","2024-11-02 04:56:41",2519
99,43178,"2024-10-25 19:22:00","2024-10-25 20:15:20",3200
99,45747,"2024-12-01 22:19:33","2024-12-01 22:23:58",265
99,64916,"2024-02-09 13:14:48","2024-02-09 13:19:09",261
100,8006,"2024-08-18 13:51:38","2024-08-18 14:22:29",1851
100,26201,"2024-11-01 00:33:27","2024-11-01 00:39:07",340
100,54272,"2024-02-02 00:59:52","2024-02-02 01:38:47",2335
100,77583,"2024-12-23 15:35:02","2024-12-23 15:52:40",1058
100,84380,"2024-12-16 10:50:44","2024-12-16 10:59:34",530
101,17567,"2024-09-16 00:21:29","2024-09-16 00:41:24",1195
101,45805,"2023-03-30 16:21:30","2023-03-30 16:49:33",1683
101,51957,"2024-01-28 22:55:07","2024-01-28 22:58:53",226
101,83274,"2024-01-31 06:22:11","2024-01-31 06:24:56",165
102,2597,"2023-07-18 08:50:18","2023-07-18 09:07:15",1017
102,35604,"2023-10-02 20:58:50","2023-10-02 21:38:56",2406
102,66960,"2023-03-12 11:59:02","2023-03-12 12:07:07",485
103,13868,"2024-01-07 12:06:36","2024-01-07 12:56:59",3023
103,31062,"2024-05-13 14:38:42","2024-05-13 14:54:30",948
103,40286,"2023-01-23 11:57:46","2023-01-23 12:01:08",202
103,84040,"2023-09-01 01:04:03","2023-09-01 01:22:24",1101
103,90060,"2024-09-01 09:08:27","2024-09-01 09:42:58",2071
104,60724,"2024-02-21 02:39:06","2024-02-21 03:02:39",1413
104,64349,"2023-05-16 11:47:17","2023-05-16 11:48:46",89
104,75063,"2023-07-23 04:18:59","2023-07-23 04:50:25",1886
104,82884,"2024-08-20 16:17:36","2024-08-20 16:29:26",710
104,94968,"2023-10-05 17:09:02","2023-10-05 17:46:51",2269
105,32678,"2023-05-14 02:43:22","2023-05-14 02:49:45",383
105,45380,"2024-09-28 01:03:15","2024-09-28 01:50:07",2812
105,57445,"2024-12-14 12:09:31","2024-12-14 12:25:26",955
105,79627,"2024-05-01 23:02:50","2024-05-01 23:16:01",791
105,95054,"2023-09-03 18:21:52","2023-09-03 18:33:39",707
106,4208,"2024-12-23 18:22:20","2024-12-23 18:35:11",771
106,5171,"2023-03-24 06:05:23","2023-03-24 06:16:21",658
106,35778,"2024-07-22 07:08:21","2024-07-22 07:31:28",1387
106,35785,"2024-05-25 12:57:22","2024-05-25 13:37:57",2435
106,43515,"2023-11-29 15:02:41","2023-11-29 15:13:03",622
107,23117,"2023-05-04 15:23:26","2023-05-04 16:02:55",2369
107,34683,"2024-02-19 00:37:52","2024-02-19 01:28:29",3037
107,38976,"2024-10-07 04:47:50","2024-10-07 05:29:15",2485
107,68729,"2024-05-14 05:02:03","2024-05-14 05:50:45",2922
107,78351,"2024-06-04 14:36:07","2024-06-04 14:51:21",914
107,86800,"2024-03-28 04:47:16","2024-03-28 04:52:15",299
108,24458,"2024-06-16 22:26:50","2024-06-16 22:35:31",521
108,68859,"2024-11-18 00:57:23","2024-11-18 01:40:09",2566
108,71425,"2024-01-05 19:50:58","2024-01-05 20:02:14",676
108,76504,"2023-04-03 03:18:55","2023-04-03 03:46:00",1625
109,4077,"2023-04-03 20:05:04","2023-04-03 20:16:55",711
109,23670,"2024-03-09 07:46:28","2024-03-09 08:33:07",2799
109,34662,"2024-06-04 03:19:39","2024-06-04 03:38:20",1121
109,73631,"2023-05-14 05:21:40","2023-05-14 05:59:06",2246
110,19814,"2023-07-16 21:35:31","2023-07-16 21:45:18",587
110,34318,"2023-11-25 00:25:21","2023-11-25 01:12:02",2801
111,61432,"2023-10-03 19:03:17","2023-10-03 19:05:52",155
111,65702,"2023-07-22 00:31:36","2023-07-22 01:07:08",2132
111,94202,"2023-01-24 17:47:38","2023-01-24 17:58:03",625
112,51893,"2024-12-12 18:40:43","2024-12-12 19:21:09",2426
112,57718,"2024-05-26 11:56:33","2024-05-26 12:03:49",436
112,82500,"2023-10-21 05:57:53","2023-10-21 06:30:39",1966
113,4187,"2024-12-29 07:36:04","2024-12-29 07:39:34",210
113,20360,"2024-12-10 02:35:45","2024-12-10 02:40:20",275
113,28776,"2023-10-15 02:22:04","2023-10-15 02:28:47",403
113,30173,"2024-04-30 05:48:35","2024-04-30 05:54:06",331
115,41844,"2023-03-19 23:51:51","2023-03-20 00:05:46",835
115,58321,"2024-09-15 16:40:26","2024-09-15 17:23:33",2587
115,62224,"2024-10-30 14:07:50","2024-10-30 14:32:48",1498
116,18256,"2024-03-07 18:12:56","2024-03-07 18:39:20",1584
116,23724,"2023-10-15 20:49:26","2023-10-15 21:33:56",2670
117,4519,"2023-03-26 23:55:20","2023-03-27 00:36:50",2490
117,21322,"2023-04-14 15:50:57","2023-04-14 15:53:34",157
117,22436,"2023-04-15 12:47:32","2023-04-15 13:29:25",2513
117,62392,"2024-08-26 15:24:30","2024-08-26 15:26:46",136
118,6151,"2023-12-04 00:44:30","2023-12-04 00:44:39",9
118,90586,"2023-12-23 07:09:24","2023-12-23 07:20:29",665
118,90901,"2024-04-17 15:41:29","2024-04-17 16:28:51",2842
119,10111,"2023-10-29 12:31:29","2023-10-29 12:47:59",990
119,17290,"2024-07-19 08:30:29","2024-07-19 08:34:50",261
119,37680,"2024-06-04 05:24:55","2024-06-04 06:02:30",2255
119,77132,"2024-12-28 20:19:18","2024-12-28 20:35:26",968
120,12516,"2024-11-13 05:58:16","2024-11-13 06:43:34",2718
120,58069,"2024-03-02 07:17:46","2024-03-02 07:36:35",1129
120,75170,"2024-07-16 09:12:52","2024-07-16 09:22:06",554
120,82750,"2023-08-24 18:37:12","2023-08-24 18:40:58",226
120,89567,"2024-05-31 07:32:41","2024-05-31 07:43:30",649
121,3637,"2024-12-27 21:12:45","2024-12-27 21:26:35",830
121,42468,"2024-01-09 19:21:28","2024-01-09 19:52:08",1840
121,71214,"2024-01-13 19:51:59","2024-01-13 20:26:37",2078
121,82178,"2023-04-14 06:34:01","2023-04-14 06:40:09",368
122,16635,"2023-03-05 05:59:59","2023-03-05 06:03:25",206
122,25169,"2024-05-16 03:03:31","2024-05-16 03:31:04",1653
122,31840,"2023-01-06 11:49:52","2023-01-06 12:27:01",2229
122,82517,"2023-11-14 11:19:36","2023-11-14 11:38:07",1111
123,29410,"2023-10-04 05:52:41","2023-10-04 06:37:18",2677
123,33113,"2023-01-31 15:59:53","2023-01-31 16:21:30",1297
123,36166,"2023-10-10 23:16:02","2023-10-10 23:57:52",2510
123,55172,"2024-06-17 00:02:41","2024-06-17 00:09:18",397
124,7724,"2023-08-09 22:19:14","2023-08-09 22:32:05",771
124,47177,"2024-02-20 12:32:04","2024-02-20 12:59:04",1620
124,69436,"2023-03-04 03:36:36","2023-03-04 04:30:24",3228
125,17284,"2023-11-20 23:57:31","2023-11-21 00:09:30",719
125,38001,"2023-11-22 03:35:21","2023-11-22 04:00:43",1522
